episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,scenario_name,policy_reward_min/best_response,policy_reward_min/metanash,policy_reward_max/best_response,policy_reward_max/metanash,policy_reward_mean/best_response,policy_reward_mean/metanash,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,info/learner/best_response/loss,info/learner/best_response/num_agent_steps_trained,info/learner/best_response/learner_stats/allreduce_latency
0.0,0.0,0.0,2.334,435,4,312320,4096,312317,False,132076,290,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-23,1651738643,0.45550990104675293,166.619402885437,2851732,sjtu-marl1,192.168.2.51,166.619402885437,1187840,290,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.162,-0.162,0.2514642296285872,0.4426871991152419,0.029013176413900367,0.08598131371395516,0.0,0.137,29992788.38,6.133,667877.09,1.317,312320,312317,1187840,4096,2375680,303104,29,0.4281315505504608,4096.0,0.0
0.0,0.0,0.0,2.34,433,4,322560,4096,322556,False,136451,300,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-30,1651738650,0.5150971412658691,173.1224799156189,2851732,sjtu-marl1,192.168.2.51,173.1224799156189,1228800,300,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.134,-0.134,0.2517587095245673,0.4435175614607062,0.029036890051759526,0.08604999171495382,0.0,0.135,30320983.382,6.066,675184.584,1.319,322560,322556,1228800,4096,2457600,313344,30,0.449325293302536,4096.0,0.0
0.0,0.0,0.0,2.327,442,4,332800,4096,332798,False,140835,310,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-36,1651738656,0.4717259407043457,178.77926683425903,2851732,sjtu-marl1,192.168.2.51,178.77926683425903,1269760,310,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.162,-0.162,0.25177320619111637,0.4437231131555981,0.02903239218381466,0.08604419872230983,0.0,0.143,28566460.233,6.395,640540.369,1.352,332800,332798,1269760,4096,2539520,323584,31,0.4246646761894226,4096.0,0.0
0.0,0.0,0.0,2.317,437,4,343040,4096,343037,False,145241,320,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-41,1651738661,0.45946717262268066,184.12656664848328,2851732,sjtu-marl1,192.168.2.51,184.12656664848328,1310720,320,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.109,-0.109,0.2517475663613413,0.4434028460058556,0.02901934748026582,0.0860136138681461,0.0,0.136,30039988.082,5.832,702365.87,1.321,343040,343037,1310720,4096,2621440,333824,32,0.4361116886138916,4096.0,0.0
0.0,0.0,0.0,2.338,439,4,353280,4096,353279,False,149632,330,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-47,1651738667,0.5190212726593018,190.5862410068512,2851732,sjtu-marl1,192.168.2.51,190.5862410068512,1351680,330,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.176,-0.176,0.25221334166251086,0.4439855861551707,0.02905190948084879,0.08610465453345885,0.0,0.137,29857263.094,6.258,654558.481,1.393,353280,353279,1351680,4096,2703360,344064,33,0.43319448828697205,4096.0,0.0
0.0,0.0,0.0,2.344,438,4,363520,4096,363517,False,154000,340,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-53,1651738673,0.5055439472198486,196.38286805152893,2851732,sjtu-marl1,192.168.2.51,196.38286805152893,1392640,340,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.203,-0.203,0.25284888007128237,0.44492946881023704,0.02911702531830062,0.08627634127140894,0.0,0.135,30412230.809,5.828,702805.483,1.345,363520,363517,1392640,4096,2785280,354304,34,0.4442737102508545,4096.0,0.0
0.0,0.0,0.0,2.317,443,4,373760,4096,373758,False,158411,350,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-17-59,1651738679,0.4820706844329834,202.14922213554382,2851732,sjtu-marl1,192.168.2.51,202.14922213554382,1433600,350,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.154,-0.154,0.25303984077034064,0.44504605152891225,0.02912990573137198,0.08631062343123214,0.0,0.144,28410565.874,6.72,609526.467,1.451,373760,373758,1433600,4096,2867200,364544,35,0.4278015196323395,4096.0,0.0
0.0,0.0,0.0,2.324,441,4,384000,4096,383997,False,162777,360,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-18-05,1651738685,0.5291416645050049,207.76963567733765,2851732,sjtu-marl1,192.168.2.51,207.76963567733765,1474560,360,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.143,-0.143,0.2529756160637441,0.44482937387789834,0.029121179056687707,0.08629201072448642,0.0,0.14,29177766.957,6.455,634507.779,1.384,384000,383997,1474560,4096,2949120,374784,36,0.43675076961517334,4096.0,0.0
0.0,0.0,0.0,2.343,435,4,394240,4096,394238,False,167194,370,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-18-11,1651738691,1.2414381504058838,214.1500542163849,2851732,sjtu-marl1,192.168.2.51,214.1500542163849,1515520,370,1.601977825164795,kuhn_psro_dqn,-1.0,-2.0,2.0,1.0,0.198,-0.198,0.2529727028165866,0.4446353280500345,0.029114856217169516,0.08627236626059445,0.0,0.136,30150700.569,5.756,711558.531,1.362,394240,394238,1515520,4096,3031040,385024,37,0.4453306198120117,4096.0,0.0
0.0,0.0,0.0,2.335,440,4,404480,4096,404478,False,171592,380,default,17d30577442b47ac905bc5a3eb0f3a2f,2022-05-05_16-18-17,1651738697,0.44477105140686035,219.78805088996887,2851732,sjtu-marl1,192.168.2.51,219.78805088996887,1556480,380,1.601977825164795,kuhn_psro_dqn,-2.0,-2.0,2.0,2.0,0.194,-0.194,0.25323484443560584,0.4448513980009595,0.029130743639211608,0.0863229521020023,0.0,0.136,30029486.425,5.929,690867.419,1.388,404480,404478,1556480,4096,3112960,395264,38,0.44486796855926514,4096.0,0.0
